# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
khoai	KrZ		
chuối	Cme		
vành	vWf		
hoành	h9F		
nhặt	y4j		
nhĩ	yix		
dò	DoF		
đán	dks		
cám	cjs		
trạch	Rg5		
na	naz		
lùi	lji		
chê	CEz		
chôn	Chz		
lề	lEf		
cạn	ckj		
nếp	nZs		
đới	dxS		
đuôi	dma		
dội	DqJ		
vy	vya		
đáy	dTs		
hân	h7z		
bưu	bRa		
rồng	rtF		
nho	yoZ		
ồn	zhf		
no	noZ		
kíp	kvS		
mộng	mtJ		
khe	Kez		
nhiếp	yGS		
mỏng	mzR		
kĩ	kix		
nã	nax		
ong	zzZ		
lật	l9j		
lường	lsf		
giáng	jKs		
uyên	zla		
ạ	zaj		
phun	fKA		
vắc	vxs		
xích	xC1		
vịt	vDJ		
thỉnh	Tm9		
khải	KGr		
cự	cUy		
dán	Dks		
quãng	qK4		
đúc	dge		
hước	hWe		
phế	fE1		
lát	lqs		
hái	hGs		
lưỡng	lsx		
lăn	l1z		
cởi	cxR		
vú	vus		
tẩy	tB3		
ao	zpz		
bưởi	bpu		
be	bez		
vóc	vnS		
quét	qP1		
vã	vax		
buồng	bri		
hoãn	hsX		
châm	CDz		
chặng	C2j		
cửu	cRu		
xát	xq1		
tần	t72		
gã	gax		
rịa	rvj		
cồn	chf		
mi	miz		
cậy	cBj		
cúc	cge		
bồn	bhf		
lắc	lxs		
khoan	KsZ		
thấm	TD1		
ghé	Ges		
buông	bra		
nhạt	yqj		
đế	dEs		
dan	Dkz		
vớt	v3S		
xà	xa2		
phở	fd3		
chuộng	Cry		
dẹp	DMj		
vặt	v4j		
chiên	CdZ		
chậu	C5j		
gục	ggy		
gay	gTz		
điên	ddZ		
chật	C9j		
lùng	lvi		
rực	rNj		
xôi	xq6		
khiêm	Klz		
lặn	l1j		
ngất	N9s		
giọt	jyJ		
chép	CMs		
giặt	j4j		
vượng	vsj		
chăng	C2z		
đôn	dhz		
kẹo	kJj		
khép	KMs		
láng	lKs		
kí	kis		
đọng	dzJ		
dại	DGj		
đạc	dSj		
quái	qG1		
lụt	lmj		
đắn	d1s		
trễ	RE4		
cong	czZ		
kề	kEf		
xôn	xh0		
muỗi	mmw		
bộc	bfJ		
dải	DGr		
ngưng	Nnz		
thổi	Tq9		
lỡ	ldx		
tỏi	tl9		
cáp	cfs		
phơi	fx6		
họng	hzJ		
ào	zpf		
xỉ	xi3		
vứt	vTe		
bấy	bBs		
rắc	rxs		
cọc	cnJ		
tui	tjA		
huân	hha		
gác	gSs		
cóc	cnS		
hẻm	hHr		
ngựa	Nzy		
giếng	jgS		
trăn	R10		
nứt	nTe		
tưới	tpE		
cháo	Cps		
nốt	nRS		
tống	tt7		
dỗ	D0X		
khuất	Kde		
lữ	lUw		
mùng	mvi		
cành	cWf		
đuối	dme		
qui	qi0		
sếp	sZs		
lận	l7j		
cẩu	c5r		
khuê	KGa		
văng	v2z		
khôn	Khz		
lau	ltz		
lốc	lfS		
khương	Ksz		
mụn	mKy		
sướng	sss		
quầy	qB2		
nhục	ygy		
quát	qq1		
diệp	DGJ		
chui	Cja		
bấm	bDs		
giàn	jkf		
chen	Coz		
hóc	hnS		
cắn	c1s		
rẽ	rex		
ê	zEz		
lơ	ldz		
trội	RqC		
thắm	T01		
sáp	sfs		
khái	KGs		
dãy	DTx		
lội	lqJ		
nhàn	ykf		
dặn	D1j		
đùi	dji		
đếm	dXs		
me	mez		
khuya	KBa		
nhị	yij		
thối	Tq7		
táng	tK1		
chiết	CjS		
lặp	l3j		
đắng	d2s		
kon	kSZ		
bùn	bKi		
mòn	mSF		
nương	nsz		
cò	coF		
pa	pa0		
mèo	mJf		
lưỡi	lpw		
ập	zyj		
khoái	KrS		
súc	sge		
ngỡ	Ndx		
sút	sms		
bôi	bqZ		
phì	fi2		
trâm	RD0		
đê	dEz		
xí	xi1		
thiêng	Tg6		
hét	hPs		
lạp	lfj		
tóm	tQ7		
xoài	xr8		
rong	rzZ		
nghiêng	WgZ		
túng	tvE		
mường	msf		
tao	tp0		
gián	jks		
đè	def		
khoác	K5S		
tum	tkA		
loa	lCZ		
thắp	T31		
dai	DGz		
đoan	dsZ		
sọ	soJ		
nghịch	WCj		
léo	lJs		
xào	xp2		
lách	lgs		
dồi	DqF		
xen	xo0		
đặn	d1j		
mắng	m2s		
khao	Kpz		
mác	mSs		
tò	to8		
đính	dmS		
chay	CTz		
bỉ	bir		
xì	xi2		
luộc	lDy		
bóc	bnS		
nhức	yNs		
nhắm	y0s		
rao	rpz		
dạn	Dkj		
chèo	CJf		
nhường	ysf		
vo	voZ		
mía	mvs		
cuồng	cri		
bẫy	bBx		
chau	Ctz		
tấu	t51		
sụp	sny		
nạp	nfj		
chén	Cos		
bóp	bNS		
ướt	zte		
đèo	dJf		
thám	Tj1		
thiêu	Th6		
cấy	cBs		
hốt	hRS		
bú	bus		
viếng	vgS		
gấu	g5s		
tước	tWE		
tẩu	t53		
thèm	TH2		
ghét	GPs		
dong	DzZ		
bơ	bdz		
li	liz		
eo	zJz		
xài	xG2		
báu	bts		
xổ	x09		
giông	jtZ		
điêu	dhZ		
lột	lRJ		
kỉ	kir		
hao	hpz		
thoa	TC6		
tựa	tzY		
nhọn	ySJ		
tấp	ty1		
ben	boz		
ráo	rps		
lót	lyS		
đệ	dEj		
mẫn	m7x		
rùa	rci		
bẩm	bDr		
khoang	K8Z		
sưng	snz		
bính	bmS		
kè	kef		
ngần	N7f		
khan	Kkz		
hạch	hgj		
lầu	l5f		
xưng	xn0		
bạt	bqj		
quyển	q1U		
mâm	mDz		
chìa	Cvf		
chuồng	Cri		
chiêm	Clz		
xuôi	xmA		
ti	ti0		
choáng	C8S		
tát	tq1		
bướu	b4e		
nghẹn	Woj		
chì	Cif		
đụng	dvy		
tơ	td0		
bui	bja		
tia	tv0		
quỵ	qyY		
rộ	r0J		
né	nes		
dê	DEz		
thửa	TzU		
bực	bNj		
gầy	gBf		
gai	gGz		
đục	dgy		
đệm	dXj		
rung	rva		
thục	TgY		
ủ	zur		
gậy	gBj		
giòn	jSF		
xăm	x00		
chốn	Chs		
mồi	mqF		
đun	dKa		
ngặt	N4j		
sườn	sfi		
liễu	lhX		
dép	DMs		
quất	q91		
de	Dez		
sành	sWf		
neo	nJz		
ủi	zju		
ráp	rfs		
nghiệt	WjJ		
nành	nWf		
ứ	zUe		
xay	xT0		
rụng	rvy		
nàn	nkf		
ngà	Naf		
gầm	gDf		
thới	Tx7		
chiểu	ChR		
à	zaf		
rước	rWe		
rớt	r3S		
hoạn	hsJ		
còi	clF		
kiềm	klf		
vạch	vgj		
mịn	mKJ		
thìa	Tv2		
vác	vSs		
lõi	llX		
nản	nkr		
nhộn	yhj		
hoán	hsS		
nâu	n5z		
quỳ	qyo		
hường	hsf		
tảo	tp3		
nắp	n3s		
rách	rgs		
tom	tQ6		
nang	nKz		
ướp	zqe		
phanh	fW0		
thản	Tk3		
sầm	sDf		
nới	nxS		
bới	bxS		
khốc	KfS		
tụi	tjY		
vuông	vra		
chưng	Cnz		
bạ	baj		
nan	nkz		
lọ	loJ		
nhịn	yKJ		
đòn	dSF		
siết	sjS		
dẻo	DJr		
nghênh	WYz		
thòi	Tl8		
mập	myj		
khiếp	KGS		
ngài	NGf		
khỉ	Kir		
triết	Rj7		
toa	tC6		
tuyền	tlo		
tịnh	tmC		
trơn	R16		
sỏi	slR		
ngo	NoZ		
nô	n0Z		
ồ	z0F		
quạt	qq5		
nhăn	y1z		
tho	To6		
run	rKa		
ngậm	NDj		
han	hkz		
xẻ	xe3		
vòi	vlF		
thuyên	TlA		
pin	pK6		
hấu	h5s		
cù	cuf		
nọ	noJ		
gạt	gqj		
lún	lKe		
toan	ts6		
rốt	rRS		
hoi	hlZ		
nấy	nBs		
kiêng	kgZ		
ngạt	Nqj		
dưng	Dnz		
rệt	rcj		
rỉ	rir		
tà	ta2		
tụt	tm5		
khiêu	KhZ		
chuông	Cra		
tí	ti1		
nhược	yWy		
lui	lja		
quách	qg1		
bong	bzZ		
bìa	bvf		
mí	mis		
thính	Tm7		
râu	r5z		
thiều	Th8		
mài	mGf		
xắn	x11		
nức	nNs		
xướng	xs1		
đắm	d0s		
thon	TS6		
háo	hps		
êm	zXz		
bã	bax		
thuột	TsY		
khốn	Khs		
vỗ	v0X		
sẹo	sJj		
quynh	qSA		
náo	nps		
nuốt	nse		
răn	r1z		
sun	sKa		
ròng	rzF		
côi	cqZ		
lung	lva		
rang	rKz		
nuối	nme		
vọt	vyJ		
ve	vez		
óc	znS		
bịt	bDJ		
xoáy	xE7		
cúm	cke		
nhủ	yur		
cưng	cnz		
tồi	tq8		
thốn	Th1		
khoả	KCR		
cài	cGf		
doãn	DsX		
giò	joF		
chích	CCs		
quật	q95		
rễ	rEx		
tem	tH0		
lánh	lWs		
hanh	hWz		
biếu	bhS		
khía	Kvs		
lẩn	l7r		
ạt	zqj		
ngây	NBz		
liêng	lgZ		
lụa	lcy		
xoa	xC6		
nhuộm	y5y		
doan	DsZ		
rảnh	rWr		
ki	kiz		
hít	hDS		
gừng	gnf		
ngẫu	N5x		
trêu	RU0		
ngỏ	NoR		
miếu	mhS		
ngứa	Nze		
lũng	lvw		
chọc	CnJ		
nhồi	yqF		
mươi	mpa		
diễu	DhX		
rụi	rjy		
sét	sPs		
mít	mDS		
tòng	tz8		
sầu	s5f		
hông	htZ		
keo	kJz		
lộng	ltJ		
nêm	nXz		
quấy	qB1		
hức	hNs		
khiếm	Kls		
dì	Dif		
chọi	ClJ		
chải	CGr		
vách	vgs		
thủng	TvU		
đàng	dKf		
sim	sQz		
đũa	dcw		
vắt	v4s		
cớ	cds		
cày	cTf		
thốt	TR7		
phẳng	f23		
dào	Dpf		
trừng	Rn2		
nhiễu	yhX		
oai	zrZ		
cào	cpf		
tặc	tx5		
mạ	maj		
úng	zve		
mậu	m5j		
cuộn	cCy		
miện	mdJ		
bén	bos		
vờ	vdf		
ất	z9s		
kha	Kaz		
kẽ	kex		
sam	sjz		
xê	xE0		
nể	nEr		
té	te1		
bung	bva		
trãi	RG4		
hé	hes		
xấp	xy1		
đò	doF		
mương	msz		
đu	duz		
mìn	mKF		
dạt	Dqj		
muôn	mCa		
đốn	dhs		
chảo	Cpr		
võng	vzX		
miên	mdZ		
lén	los		
ưng	znz		
vỹ	vyw		
gặt	g4j		
dầm	DDf		
cọ	coJ		
xé	xe1		
phô	f06		
rã	rax		
nám	njs		
trèo	RJ2		
tẩm	tD3		
lười	lpi		
lanh	lWz		
phàn	fk2		
sừng	snf		
ngàng	NKf		
chéo	CJs		
nhọc	ynJ		
nghẽn	Wox		
lóc	lnS		
nhái	yGs		
ván	vks		
cỗ	c0X		
xịt	xDC		
loét	lJS		
luỵ	lby		
bồng	btF		
nóc	nnS		
lẫy	lBx		
cưa	cza		
nần	n7f		
ghe	Gez		
phác	fS1		
cúi	cje		
phôi	fq6		
lì	lif		
gốm	gzs		
ẩu	z5r		
thạo	Tp5		
đả	dar		
ni	niz		
gang	gKz		
len	loz		
bênh	bYz		
ầm	zDf		
séc	sFs		
thà	Ta2		
mỳ	myi		
tủi	tjU		
nguội	Nmy		
ngoạn	NsJ		
rạn	rkj		
phiêu	fh6		
khiết	KjS		
miêu	mhZ		
ngửa	Nzu		
ách	zgs		
gieo	jJz		
gõ	goX		
uốn	zCe		
nạ	naj		
vét	vPs		
dẫu	D5x		
kìm	kQf		
két	kPs		
hủ	hur		
tràm	Rj2		
tý	tyE		
kệ	kEj		
phao	fp0		
nạo	npj		
xỉu	xk9		
tăm	t00		
quấn	q71		
búa	bce		
sấu	s5s		
sào	spf		
mu	muz		
hen	hoz		
sờ	sdf		
loãng	l8X		
chèn	Cof		
day	DTz		
nón	nSS		
rập	ryj		
đấm	dDs		
am	zjz		
cụt	cmj		
xốp	xT7		
ư	zUa		
lướt	lte		
miệt	mjJ		
cừ	cUi		
chạp	Cfj		
mận	m7j		
gam	gjz		
đái	dGs		
vôi	vqZ		
tạt	tq5		
chùm	Cki		
lờ	ldf		
tốp	tT7		
tuỵ	tbY		
giềng	jgF		
ruồi	rmi		
giỏ	joR		
bọt	byJ		
ghê	GEz		
ỏi	zlR		
giã	jax		
khắt	K4s		
hiên	hdZ		
giằng	j2f		
gân	g7z		
giỗ	j0X		
áng	zKs		
rán	rks		
hả	har		
vun	vKa		
nhai	yGz		
xáo	xp1		
thiêm	Tl0		
rưỡi	rpw		
rầm	rDf		
trù	Ru2		
chợt	C3J		
cu	cuz		
hăng	h2z		
muỗng	mrw		
xảo	xp3		
dè	Def		
đăk	dYa		
xám	xj1		
ngả	Nar		
rỗi	rqX		
rơm	rpZ		
tuỷ	tbU		
trói	Rl7		
nhốt	yRS		
thuở	T6U		
cau	ctz		
vùi	vji		
chan	Ckz		
khoanh	K9Z		
mốt	mRS		
roi	rlZ		
bẻ	ber		
lúng	lve		
niệu	nhJ		
ngán	Nks		
lẩu	l5r		
vung	vva		
ả	zar		
diều	DhF		
ế	zEs		
nạc	nSj		
phả	fa3		
uất	zde		
nhang	yKz		
sô	s0Z		
go	goZ		
phiến	fd7		
váng	vKs		
nhuyễn	ylw		
lựu	lRy		
quýt	qVE		
thâu	T50		
gật	g9j		
lốp	lTS		
dằn	D1f		
trĩ	Ri4		
on	zSZ		
trán	Rk1		
khử	KUu		
phà	fa2		
rót	ryS		
méo	mJs		
ngấm	NDs		
nếm	nXs		
ngóng	NzS		
xíu	xk7		
nem	nHz		
mứt	mTe		
sấy	sBs		
khoát	KBS		
mỉ	mir		
rổ	r0R		
ấu	z5s		
nhào	ypf		
ngự	NUy		
thề	TE2		
uông	zra		
vụn	vKy		
ten	to0		
đao	dpz		
bọ	boJ		
nhổ	y0R		
gắm	g0s		
gươm	gbz		
ngùi	Nji		
chà	Caf		
trau	Rt0		
kẽm	kHx		
lay	lTz		
hinh	hmZ		
suýt	sJe		
mải	mGr		
trút	Rm1		
mỉm	mQr		
năn	n1z		
súp	sne		
xiếc	xc7		
thềm	TX2		
ray	rTz		
chót	CyS		
bầm	bDf		
nhét	yPs		
bừa	bzi		
gót	gyS		
cộ	c0J		
quỷ	qyU		
lu	luz		
mãnh	mWx		
cối	cqS		
mủ	mur		
trót	Ry7		
bứt	bTe		
kẹp	kMj		
níu	nkS		
que	qe0		
tiệp	tGC		
sắn	s1s		
sà	saf		
sanh	sWz		
lích	lCs		
khâm	KDz		
cội	cqJ		
sòng	szF		
giơ	jdz		
sảnh	sWr		
trặc	Rx5		
ngơ	Ndz		
chập	Cyj		
sum	ska		
lán	lks		
cúp	cne		
mép	mMs		
ngắt	N4s		
chững	Cnx		
ghềnh	GYf		
ươm	zbz		
toản	ts9		
đố	d0S		
giục	jgy		
nộ	n0J		
cuống	cre		
quây	qB0		
nguỵ	Nby		
lon	lSZ		
chốc	CfS		
si	siz		
lượn	lfy		
thiền	Td8		
lừng	lnf		
hới	hxS		
bừng	bnf		
thung	TvA		
hãm	hjx		
giun	jKa		
muống	mre		
tị	ti5		
rò	roF		
nập	nyj		
phồng	ft8		
trứ	RUE		
rưng	rnz		
kiếp	kGS		
tạc	tS5		
xước	xWE		
búp	bne		
quẩn	q73		
luyến	lle		
vẫy	vBx		
ngừ	NUi		
chư	CUa		
trổ	R09		
điểu	dhR		
lửng	lnr		
vá	vas		
kiêu	khZ		
củi	cju		
sạp	sfj		
ngẫm	NDx		
chuộc	CDy		
gội	gqJ		
cấn	c7s		
tuýp	toE		
bo	boZ		
nặc	nxj		
kép	kMs		
tuông	trA		
nhàm	yjf		
noi	nlZ		
bèo	bJf		
nến	nrs		
ôi	zqZ		
vàn	vkf		
pu	pu0		
se	sez		
loay	lEZ		
phượt	ftY		
hoay	hEZ		
điếu	dhS		
giêng	jgZ		
phẫn	f74		
lều	lUf		
xua	xcA		
quăng	q20		
nà	naf		
úp	zne		
chòi	ClF		
toát	tB7		
băm	b0z		
sê	sEz		
hất	h9s		
đãng	dKx		
ói	zlS		
duẩn	Dhu		
đẫm	dDx		
teo	tJ0		
lùm	lki		
cáu	cts		
gu	guz		
chắt	C4s		
bửu	bRu		
hoằng	hWF		
giàng	jKf		
min	mKZ		
nhạ	yaj		
xuồng	xro		
tiếu	th7		
mướn	mfe		
pho	fo6		
duệ	DGy		
giặc	jxj		
lươn	lfa		
cõi	clX		
then	To0		
ngó	NoS		
tỉa	tv3		
sưa	sza		
ngoặt	NXJ		
tòi	tl8		
gạc	gSj		
gào	gpf		
phách	fg1		
nghẹt	WPj		
oà	zCF		
kỵ	kyy		
chớp	C2S		
thêu	TU0		
rát	rqs		
chát	Cqs		
trơ	Rd0		
nòng	nzF		
gọt	gyJ		
biếng	bgS		
phai	fG0		
hệt	hcj		
hun	hKa		
bịch	bCj		
húc	hge		
cồng	ctF		
vạ	vaj		
điềm	dlf		
ia	zvz		
trệ	RE5		
mẩn	m7r		
rô	r0Z		
vãn	vkx		
dí	Dis		
ơ	zdz		
ngao	Npz		
trảng	RK3		
ếch	zVs		
nạt	nqj		
gàng	gKf		
tro	Ro6		
nhích	yCs		
ru	ruz		
phe	fe0		
múc	mge		
sưởi	spu		
hãn	hkx		
rỗng	rtX		
đậy	dBj		
tản	tk3		
thy	TyA		
dặm	D0j		
xuyến	xlE		
xoang	x86		
cạo	cpj		
nhóc	ynS		
nỉ	nir		
cược	cWy		
ngổn	Nhr		
vòm	vQF		
sảng	sKr		
huyên	hla		
chằng	C2f		
quyện	q1Y		
rãnh	rWx		
bin	bKZ		
diên	DdZ		
cang	cKz		
rốn	rhs		
gáy	gTs		
trọt	RyC		
khinh	KmZ		
vơ	vdz		
lư	lUa		
kiểng	kgR		
suôn	sCa		
rượt	rty		
tỵ	tyY		
bon	bSZ		
xiết	xj7		
phình	fm8		
mịt	mDJ		
chước	CWe		
ngọ	NoJ		
sỉ	sir		
rằm	r0f		
còng	czF		
tẻ	te3		
chướng	Css		
xùm	xko		
diêm	Dlz		
xộn	xh5		
ngách	Ngs		
nậm	nDj		
cằm	c0f		
tớ	td1		
xỉn	xK9		
ron	rSZ		
nhậm	yDj		
ngời	NxF		
găng	g2z		
đực	dNj		
quậy	qB5		
mấu	m5s		
tít	tD7		
yếm	z0e		
lợp	l2J		
ngoãn	NsX		
sỡ	sdx		
thỏ	To9		
nhúng	yve		
nghiền	WdF		
ngan	Nkz		
don	DSZ		
chài	CGf		
tưng	tn0		
bục	bgy		
dìu	DkF		
nhôm	yzz		
rồ	r0F		
hắt	h4s		
nhỉ	yir		
nghé	Wes		
hờ	hdf		
hễ	hEx		
dứa	Dze		
tơi	tx6		
trỗi	RqB		
mồng	mtF		
khay	KTz		
dụm	Dky		
kèn	kof		
bỉnh	bmR		
ri	riz		
vựa	vzy		
tuột	tsY		
sụn	sKy		
xệ	xE5		
sặc	sxj		
mẹo	mJj		
thệ	TE5		
sò	soF		
trũng	RvW		
khuấy	K8e		
sáo	sps		
quẹt	qP5		
hổng	htR		
nung	nva		
ngói	NlS		
chắp	C3s		
hãnh	hWx		
sùng	svi		
mách	mgs		
riết	rjS		
triền	Rd8		
ngủi	Nju		
liu	lkZ		
xít	xD7		
mượt	mty		
dột	DRJ		
quí	qi1		
ngáo	Nps		
cẳng	c2r		
ngùng	Nvi		
hắc	hxs		
mớ	mds		
khăng	K2z		
lã	lax		
sởi	sxR		
lim	lQz		
khóm	KQS		
đong	dzZ		
chảnh	CWr		
bệ	bEj		
sửu	sRu		
xù	xu2		
khét	KPs		
hằn	h1f		
rai	rGz		
chôm	Czz		
nấc	n6s		
mè	mef		
vựng	vnj		
vãi	vGx		
dậu	D5j		
gồng	gtF		
dăm	D0z		
dãi	DGx		
ngút	Nms		
ngu	Nuz		
gượng	gsj		
bậy	bBj		
vuốt	vse		
ổi	zqR		
hạm	hjj		
ngục	Ngy		
trệt	Rc5		
oán	zsS		
cặn	c1j		
ren	roz		
dấn	D7s		
vò	voF		
nhâm	yDz		
dấy	DBs		
gắp	g3s		
vặn	v1j		
rêu	rUz		
túm	tkE		
gởi	gxR		
reo	rJz		
bai	bGz		
thê	TE0		
rơ	rdz		
chàm	Cjf		
sục	sgy		
đản	dkr		
cõng	czX		
vữa	vzw		
nách	ngs		
nhằn	y1f		
bời	bxF		
rành	rWf		
hốc	hfS		
lút	lms		
vầy	vBf		
cốp	cTS		
thẳm	T03		
rùng	rvi		
chao	Cpz		
thét	TP1		
phen	fo0		
kiệu	khJ		
dơi	DxZ		
cuốc	cDe		
lầy	lBf		
nham	yjz		
vợt	v3J		
sán	sks		
múi	mje		
kén	kos		
bưng	bnz		
thừng	Tn2		
hoai	hrZ		
vơi	vxZ		
trầy	RB2		
vảy	vTr		
ngạn	Nkj		
sá	sas		
lem	lHz		
mênh	mYz		
tuồng	tro		
giăng	j2z		
gớm	gpS		
giấm	jDs		
ráng	rKs		
dỏm	DQR		
đùng	dvi		
thán	Tk1		
cừu	cRi		
tắn	t11		
nhựt	yTy		
mẩu	m5r		
mồm	mzf		
hũ	hux		
sùi	sji		
phông	ft6		
hờn	h1F		
nhuần	yhi		
rình	rmF		
tã	ta4		
ốt	zRS		
đoòng	dPF		
quai	qG0		
sảo	spr		
von	vSZ		
tanh	tW0		
lìa	lvf		
khuynh	KHa		
vụng	vvy		
thoai	Tr6		
bộn	bhj		
rê	rEz		
bỉm	bQr		
đẽ	dex		
thìn	TK8		
mon	mSZ		
nhẹn	yoj		
nhện	yrj		
nắn	n1s		
lượm	lbj		
lẻo	lJr		
vệt	vcj		
bàu	btf		
nguyền	Nli		
ngòi	NlF		
dẫm	DDx		
mướt	mte		
sạm	sjj		
độn	dhj		
giẽ	jex		
rầu	r5f		
ruốc	rDe		
tróc	Rn7		
hẫng	h8x		
nhưỡng	ysx		
nguôi	Nma		
tẩn	t73		
chang	CKz		
đốm	dzs		
gập	gyj		
chỉn	CKR		
xịn	xKC		
xoắn	xL7		
nom	nQZ		
sạc	SSj		
tày	tT2		
nhờn	y1F		
khoắn	KLS		
bịa	bvj		
vâng	v8z		
ngót	NyS		
đút	dms		
miến	mdS		
tép	tM1		
kềnh	kYf		
oi	zlZ		
ngửi	NNu		
át	zqs		
by	bya		
giở	jdr		
chội	CqJ		
nôi	nqZ		
chần	C7f		
trá	Ra1		
điếc	dcS		
quặng	q25		
dẻ	Der		
chơn	C1Z		
giầy	jBf		
buốt	bse		
hụi	hjy		
đỗi	dqX		
nhoáng	y8S		
lùn	lKi		
lẫm	lDx		
vạt	vqj		
sảy	sTr		
hạc	hSj		
cộm	czj		
rợn	r1J		
lênh	lYz		
găm	g0z		
phớt	f37		
thun	TKA		
thỏi	Tl9		
gio	joZ		
buồm	b5i		
sả	sar		
cóp	cNS		
ngợp	N2J		
cạp	cfj		
ỷ	zyu		
nhớt	y3S		
hòm	hQF		
hăm	h0z		
lõm	lQX		
bỡ	bdx		
hổi	hqR		
rậm	rDj		
láo	lps		
vỏn	vSR		
hàu	htf		
thóc	Tn7		
bẹp	bMj		
thớt	T37		
hợi	hxJ		
trớ	Rd1		
râm	rDz		
xiêm	xl0		
cằn	c1f		
gỏi	glR		
hùm	hki		
chói	ClS		
xói	xl7		
sói	slS		
rôn	rhz		
nheo	yJz		
nghia	Wvz		
bấp	bys		
khế	KEs		
siu	skZ		
nặn	n1j		
lức	lNs		
đóm	dQS		
căm	c0z		
uyển	zlu		
chông	CtZ		
câm	cDz		
lăk	lYa		
vừng	vnf		
quàng	qK2		
núp	nne		
đoá	dCS		
héo	hJs		
ắp	z3s		
lốt	lRS		
vớ	vds		
nhút	yms		
nhối	yqS		
trẻo	RJ3		
thuấn	ThE		
thong	Tz6		
ĩ	zix		
hòng	hzF		
vén	vos		
nong	nzZ		
tột	tRC		
trọc	RnC		
nhác	ySs		
bợ	bdj		
bần	b7f		
gi	jiz		
trợn	R1C		
hon	hSZ		
hởi	hxR		
bùa	bci		
bẩy	bBr		
vần	v7f		
gộp	gTJ		
hời	hxF		
dỗi	DqX		
nhuệ	yGy		
ngượng	Nsj		
vụt	vmj		
bít	bDS		
nhỡ	ydx		
nháo	yps		
sộ	s0J		
mích	mCs		
den	Doz		
lịm	lQj		
lăm	l0z		
rúng	rve		
nghè	Wef		
ì	zif		
nín	nKS		
phung	fvA		
tào	tp2		
luống	lre		
sững	snx		
tễ	tE4		
chổi	CqR		
đom	dQZ		
ná	nas		
dẳng	D2r		
bô	b0Z		
ngốc	NfS		
bầy	bBf		
thỏm	TQ9		
lạch	lgj		
hèn	hof		
gỉ	jir		
nhấp	yys		
lậy	lBj		
vênh	vYz		
khoét	KJS		
giùm	jki		
mào	mpf		
cút	cms		
moi	mlZ		
tuồn	tCo		
tợn	t1C		
ngẩn	N7r		
mị	mij		
dũ	Dux		
mão	mpx		
he	hez		
thinh	Tm6		
trầu	R52		
nhõm	yQX		
trồ	R08		
giồng	jtF		
sủa	scu		
phất	f91		
chầu	C5f		
rườm	rbf		
cứa	cze		
niu	nkZ		
chừ	CUi		
ngưu	NRa		
seo	sJz		
nhũ	yux		
nỡ	ndx		
gióng	jzS		
mó	moS		
vin	vKZ		
phồn	fh2		
suyễn	slw		
miu	mkZ		
ảm	zjr		
cưỡi	cpw		
tè	te2		
choàng	C8F		
bổn	bhr		
đạ	daj		
huyệt	hQy		
dùi	Dji		
tráo	Rp1		
vãng	vKx		
vía	vvs		
ối	zqS		
nhấc	y6s		
tằm	t02		
lép	lMs		
bim	bQz		
chạnh	CWj		
ốp	zTS		
nẻo	nJr		
bặm	b0j		
bướm	bbs		
nơ	ndz		
ngớt	N3S		
xẩm	xD3		
trĩu	RkB		
sệt	scj		
hỷ	hyu		
gao	gpz		
nhầy	yBf		
tua	tcA		
gạ	gaj		
xui	xjA		
xén	xo1		
nôm	nzz		
mễ	mEx		
chiêng	CgZ		
nậu	n5j		
vít	vDS		
cạy	cTj		
bành	bWf		
trác	RS1		
dượng	Dsj		
ngợm	NpJ		
ngậy	NBj		
xoè	xb8		
sần	s7f		
thiếp	TG7		
phím	fQ1		
nhẹt	yPj		
hớn	h1S		
nao	npz		
đéc	dFs		
nhọ	yoJ		
sửng	snr		
ghẹ	Gej		
lóng	lzS		
đấng	d8s		
nệm	nXj		
giời	jxF		
trướng	Rs1		
vẹo	vJj		
tèo	tJ2		
xở	xd3		
nghén	Wos		
dặt	D4j		
mĩ	mix		
nghĩnh	WmX		
éo	zJs		
bói	blS		
rông	rtZ		
hoóc	hMS		
chít	CDS		
hỉnh	hmR		
hớt	h3S		
thẹo	TJ5		
nhô	y0Z		
ải	zGr		
sải	sGr		
phộng	ftC		
khít	KDS		
pia	pv0		
lẳng	l2r		
lả	lar		
giãi	jGx		
bủa	bcu		
chiềng	CgF		
hóm	hQS		
chùi	Cji		
đùm	dki		
thoi	Tl6		
hến	hrs		
mửa	mzu		
nghêu	WUz		
choi	ClZ		
bươn	bfa		
om	zQZ		
mút	mms		
đổng	dtR		
đờn	d1F		
lỏi	llR		
hột	hRJ		
nháy	yTs		
lèo	lJf		
khơ	Kdz		
ken	koz		
trụi	RjY		
ùa	zci		
lồi	lqF		
tuất	tdE		
vồng	vtF		
hoè	hbF		
vút	vms		
bả	bar		
thoạt	TBC		
lẻn	lor		
lác	lSs		
én	zos		
óng	zzS		
vế	vEs		
sẫm	sDx		
thía	Tv1		
tấc	t61		
mọng	mzJ		
tram	Rj0		
bảnh	bWr		
tề	tE2		
đay	dTz		
đát	dqs		
ngáy	NTs		
sú	sus		
mao	mpz		
thúng	TvE		
chồn	Chf		
viền	vdF		
vẹt	vPj		
lõng	lzX		
xới	xx7		
gấm	gDs		
chớ	Cds		
tong	tz6		
dát	Dqs		
tì	ti2		
luồn	lCi		
kèo	kJf		
xoan	xs6		
mướp	mqe		
mo	moZ		
cốm	czs		
